trade_id,product_id,counterparty_id,asset_class,currency,direction,notional,quantity,trade_date,settlement_date,settlement_status,exchange
T_00000388,PROD003,CP004,Equity,XYZ,SELL,1629099.79,45520,2025-03-09 00:00:00,2025-03-14 00:00:00,FAILED,ASX
T_00000389,PROD009,CP003,FX,EUR,SELL,18080754.69,34040,2025-01-23 00:00:00,2025-01-26 00:00:00,CANCELLED,SGX
T_00000390,PROD006,CP004,Rates,GBP,SELL,20955228.08,98592,2024-07-07 00:00:00,2024-07-09 00:00:00,PENDING,SGX
T_00000391,PROD007,CP004,FX,CHF,BUY,36041052.16,30908,2025-08-12 00:00:00,2025-08-13 00:00:00,PENDING,XETRA
T_00000392,PROD009,CP003,Credit,CHF,SELL,49778092.95,82661,2024-06-29 00:00:00,2024-07-01 00:00:00,FAILED,SGX
T_00000393,PROD002,CP004,Rates,JPY,SELL,3002758.85,33331,2024-02-18 00:00:00,2024-02-20 00:00:00,FAILED,TSE
T_00000394,PROD004,CP005,Commodity,CHF,BUY,6062753.22,89075,2024-09-20 00:00:00,2024-09-24 00:00:00,FAILED,TSE
T_00000395,PROD005,CP004,FX,CHF,BUY,44481732.82,49948,2025-06-06 00:00:00,2025-06-10 00:00:00,FAILED,XETRA
T_00000396,PROD006,CP003,Rates,EUR,SELL,3956517.26,45040,2025-08-08 00:00:00,2025-08-09 00:00:00,CANCELLED,TSE
T_00000397,PROD003,CP001,FX,EUR,BUY,48276336.12,54263,2025-01-06 00:00:00,2025-01-11 00:00:00,FAILED,ASX
T_00000398,PROD009,CP001,Equity,JPY,SELL,5151362.69,8362,2024-03-22 00:00:00,2024-03-26 00:00:00,SETTLED,NYSE
T_00000399,PROD005,CP004,FX,CAD,BUY,15469223.31,32427,2024-06-08 00:00:00,2024-06-12 00:00:00,PENDING,NYSE
T_00000400,PROD009,CP003,Commodity,AUD,SELL,43212192.84,61236,2024-12-31 00:00:00,2025-01-03 00:00:00,PENDING,ASX
T_00000401,PROD009,CP003,Rates,CAD,SELL,21749433.59,83859,2025-08-28 00:00:00,2025-09-02 00:00:00,PENDING,NYSE
T_00000402,PROD003,CP003,Rates,CHF,SELL,15179342.21,13,2025-01-09 00:00:00,2025-01-11 00:00:00,SETTLED,ASX
T_00000403,PROD001,CP005,Rates,EUR,BUY,39898440.85,78251,2025-05-03 00:00:00,2025-05-07 00:00:00,CANCELLED,SGX
T_00000404,PROD002,CP004,FX,GBP,SELL,41421514.36,28914,2024-09-12 00:00:00,2024-09-16 00:00:00,FAILED,ASX
T_00000405,PROD008,CP005,Credit,USD,SELL,9121176.54,37958,2024-10-02 00:00:00,2024-10-03 00:00:00,CANCELLED,LSE
T_00000406,PROD005,CP002,Credit,GBP,BUY,1107522.15,13406,2024-06-04 00:00:00,2024-06-09 00:00:00,PENDING,NYSE
T_00000407,PROD008,CP001,Rates,GBP,BUY,15579522.68,65326,2025-05-20 00:00:00,2025-05-24 00:00:00,PENDING,NYSE
T_00000408,PROD007,CP001,Equity,AUD,BUY,9081005.33,32779,2025-02-05 00:00:00,2025-02-09 00:00:00,CANCELLED,XETRA
T_00000409,PROD007,CP003,Rates,JPY,BUY,26057434.86,27322,2024-02-04 00:00:00,2024-02-05 00:00:00,SETTLED,ASX
T_00000410,PROD001,CP002,Equity,GBP,BUY,-31926362.08,26048,2025-06-17 00:00:00,2025-06-21 00:00:00,CANCELLED,TSE
T_00000411,PROD008,CP005,FX,CHF,SELL,447483.86,5505,2025-08-21 00:00:00,2025-08-23 00:00:00,SETTLED,LSE
T_00000412,PROD001,CP001,Rates,CAD,BUY,46542508.38,99558,2024-04-03 00:00:00,2024-04-06 00:00:00,SETTLED,LSE
T_00000413,PROD004,CP001,Credit,CAD,SELL,40276463.3,57504,2024-11-20 00:00:00,2024-11-23 00:00:00,PENDING,TSE
T_00000414,PROD004,CP005,FX,JPY,SELL,14736435.11,91363,2025-05-11 00:00:00,2025-05-16 00:00:00,FAILED,ASX
T_00000415,PROD008,CP003,Rates,EUR,SELL,8018010.11,69618,2025-09-05 00:00:00,2025-09-10 00:00:00,CANCELLED,NYSE
T_00000416,PROD006,CP005,FX,AUD,SELL,44146735.69,81230,2025-06-02 00:00:00,2025-06-04 00:00:00,SETTLED,ASX
T_00000417,PROD005,CP003,Credit,CHF,SELL,38286939.04,20203,2025-01-31 00:00:00,2025-02-04 00:00:00,SETTLED,NYSE
T_00000418,PROD002,CP004,FX,EUR,BUY,8932761.36,4100,2024-03-09 00:00:00,2024-03-11 00:00:00,SETTLED,SGX
T_00000419,PROD001,CP003,FX,GBP,BUY,31198900.23,77372,2025-02-01 00:00:00,2025-02-06 00:00:00,SETTLED,LSE
T_00000420,PROD006,CP001,Commodity,JPY,SELL,18046941.63,97450,2024-03-22 00:00:00,2024-03-23 00:00:00,SETTLED,ASX
T_00000421,PROD004,CP005,Credit,USD,BUY,48029376.69,12730,2024-11-07 00:00:00,2024-11-09 00:00:00,PENDING,SGX
T_00000422,PROD002,CP005,Rates,JPY,SELL,27921615.58,73157,2025-08-06 00:00:00,2025-08-08 00:00:00,CANCELLED,NYSE
T_00000423,PROD010,CP004,Rates,CHF,SELL,16876306.02,20733,2024-07-03 00:00:00,2024-07-08 00:00:00,FAILED,TSE
T_00000424,PROD004,CP004,Commodity,CHF,SELL,30421060.1,73813,2025-10-10 00:00:00,2025-10-13 00:00:00,FAILED,XETRA
T_00000425,PROD001,CP005,FX,CHF,SELL,1734110.45,37288,2025-02-10 00:00:00,2025-02-09 00:00:00,SETTLED,TSE
T_00000426,PROD005,CP005,Commodity,AUD,BUY,38576382.08,90403,2024-08-07 00:00:00,2024-08-08 00:00:00,SETTLED,NYSE
T_00000427,PROD005,CP003,Equity,EUR,SELL,44481378.0,32750,2024-06-08 00:00:00,2024-06-11 00:00:00,PENDING,ASX
T_00000428,PROD010,CP001,Commodity,CAD,SELL,24414331.64,90387,2024-11-28 00:00:00,2024-11-30 00:00:00,SETTLED,ASX
T_00000429,PROD007,CP004,Equity,GBP,BUY,46093652.95,43830,2025-01-25 00:00:00,2025-01-26 00:00:00,SETTLED,ASX
T_00000430,PROD003,CP003,Commodity,CHF,BUY,2060071.43,70770,2025-01-26 00:00:00,2025-01-31 00:00:00,PENDING,NYSE
T_00000431,PROD007,CP003,Credit,EUR,BUY,28763167.44,11808,2025-02-06 00:00:00,2025-02-11 00:00:00,PENDING,TSE
T_00000432,PROD009,CP004,FX,JPY,BUY,19960165.79,11152,2025-08-08 00:00:00,2025-08-13 00:00:00,CANCELLED,SGX
T_00000433,PROD004,CP002,Equity,CHF,SELL,28058819.32,96426,2025-02-08 00:00:00,2025-02-10 00:00:00,CANCELLED,TSE
T_00000434,PROD006,CP003,Commodity,EUR,BUY,21177606.58,45654,2025-08-12 00:00:00,2025-08-16 00:00:00,FAILED,LSE
T_00000435,PROD004,CP002,Rates,USD,BUY,31159484.63,57733,2025-09-23 00:00:00,2025-09-27 00:00:00,SETTLED,NYSE
T_00000436,PROD006,CP001,Rates,USD,SELL,43437748.83,37708,2024-09-05 00:00:00,2024-09-07 00:00:00,CANCELLED,NYSE
T_00000437,PROD008,CP005,FX,CHF,BUY,26163770.81,33903,2025-07-04 00:00:00,2025-07-09 00:00:00,CANCELLED,SGX
T_00000438,PROD010,CP003,Equity,AUD,SELL,3006442.37,26306,2025-06-23 00:00:00,2025-06-25 00:00:00,SETTLED,NYSE
T_00000439,PROD007,CP002,Credit,GBP,BUY,43214249.4,2501,2024-10-04 00:00:00,2024-10-07 00:00:00,FAILED,XETRA
T_00000440,PROD001,CP001,FX,CHF,SELL,25033040.49,60030,2025-06-28 00:00:00,2025-06-30 00:00:00,FAILED,XETRA
T_00000441,PROD005,CP002,Commodity,CAD,SELL,34215883.45,46581,2024-06-09 00:00:00,2024-06-08 00:00:00,SETTLED,ASX
T_00000442,PROD003,CP003,Credit,EUR,BUY,47206890.77,36726,2025-01-31 00:00:00,2025-02-01 00:00:00,SETTLED,ASX
T_00000443,PROD007,CP003,Commodity,EUR,SELL,20867249.49,75091,2025-11-25 00:00:00,2025-11-27 00:00:00,CANCELLED,SGX
T_00000444,PROD003,CP003,Commodity,AUD,BUY,34202747.76,26518,2025-10-30 00:00:00,2025-11-04 00:00:00,CANCELLED,LSE
T_00000445,PROD002,CP002,Rates,CAD,BUY,3391634.25,69857,2025-08-01 00:00:00,2025-08-04 00:00:00,SETTLED,TSE
T_00000446,PROD005,CP002,FX,CAD,BUY,-22150781.35,83473,2025-02-27 00:00:00,2025-03-02 00:00:00,PENDING,LSE
T_00000447,PROD001,CP003,Equity,CAD,SELL,29818438.27,30267,2025-09-12 00:00:00,2025-09-14 00:00:00,PENDING,SGX
T_00000448,PROD008,CP002,FX,JPY,BUY,9199639.91,50786,2025-04-25 00:00:00,2025-04-28 00:00:00,PENDING,NYSE
T_00000449,PROD004,CP001,FX,EUR,SELL,11128488.06,87994,2024-01-16 00:00:00,2024-01-20 00:00:00,CANCELLED,ASX
T_00000450,PROD007,CP003,Credit,CHF,BUY,20243933.55,5483,2025-04-13 00:00:00,2025-04-17 00:00:00,SETTLED,XETRA
T_00000451,PROD001,CP005,Credit,CAD,BUY,25935613.93,51854,2024-02-13 00:00:00,2024-02-15 00:00:00,PENDING,TSE
T_00000452,PROD010,CP001,Commodity,GBP,BUY,23067896.85,55373,2024-11-07 00:00:00,2024-11-10 00:00:00,CANCELLED,ASX
T_00000453,PROD003,CP004,Credit,CHF,SELL,46892185.04,91242,2025-05-27 00:00:00,2025-06-01 00:00:00,CANCELLED,NYSE
T_00000454,PROD006,CP002,Equity,GBP,BUY,44127539.82,11821,2025-08-27 00:00:00,2025-08-29 00:00:00,SETTLED,ASX
T_00000455,PROD003,CP004,Commodity,CHF,SELL,36343964.92,67066,2025-01-06 00:00:00,2025-01-10 00:00:00,SETTLED,LSE
T_00000456,PROD001,CP004,Rates,EUR,SELL,8107042.69,18954,2025-08-02 00:00:00,2025-08-04 00:00:00,CANCELLED,TSE
T_00000457,PROD008,CP004,Credit,USD,BUY,177641.4,33176,2024-04-30 00:00:00,2024-05-02 00:00:00,CANCELLED,LSE
T_00000458,PROD001,CP002,Commodity,CHF,SELL,22094326.2,78803,2025-11-06 00:00:00,2025-11-10 00:00:00,PENDING,NYSE
T_00000459,PROD010,CP005,Rates,CAD,SELL,7269575.44,4251,2024-02-26 00:00:00,2024-02-27 00:00:00,SETTLED,NYSE
T_00000460,PROD010,CP005,Commodity,CAD,BUY,30554876.71,90639,2024-07-01 00:00:00,2024-07-04 00:00:00,CANCELLED,ASX
T_00000461,PROD002,CP004,Commodity,AUD,BUY,16141769.72,49669,2024-02-06 00:00:00,2024-02-09 00:00:00,FAILED,XETRA
T_00000462,PROD004,CP005,Equity,EUR,BUY,26353109.62,68767,2025-12-12 00:00:00,2025-12-15 00:00:00,SETTLED,XETRA
T_00000463,PROD009,CP005,Commodity,GBP,SELL,21353253.2,41483,2025-09-11 00:00:00,2025-09-14 00:00:00,PENDING,SGX
T_00000464,PROD004,CP003,FX,CHF,BUY,24625730.18,23581,2025-06-16 00:00:00,2025-06-20 00:00:00,SETTLED,NYSE
T_00000465,PROD001,CP003,Rates,JPY,BUY,39978418.0,54347,2024-04-30 00:00:00,2024-05-02 00:00:00,SETTLED,ASX
T_00000466,PROD006,CP001,Equity,CHF,SELL,15389319.69,66413,2024-10-15 00:00:00,2024-10-16 00:00:00,FAILED,XETRA
T_00000467,PROD008,CP004,Equity,CAD,BUY,9701584.98,44295,2025-09-22 00:00:00,2025-09-24 00:00:00,CANCELLED,LSE
T_00000468,PROD001,CP005,Rates,CAD,SELL,39199667.67,54258,2025-07-03 00:00:00,2025-07-07 00:00:00,SETTLED,LSE
T_00000469,PROD001,CP003,Credit,GBP,BUY,3311585.85,19570,2024-12-05 00:00:00,2024-12-08 00:00:00,CANCELLED,LSE
T_00000470,PROD002,CP004,FX,JPY,SELL,35492290.9,35586,2024-11-11 00:00:00,2024-11-14 00:00:00,CANCELLED,TSE
T_00000471,PROD008,CP005,Equity,USD,SELL,39247414.22,26490,2024-11-05 00:00:00,2024-11-08 00:00:00,PENDING,LSE
T_00000472,PROD002,CP005,FX,EUR,BUY,15518625.09,42905,2025-05-10 00:00:00,2025-05-15 00:00:00,SETTLED,XETRA
T_00000473,PROD010,CP001,Rates,AUD,SELL,46616934.86,90054,2025-06-18 00:00:00,2025-06-21 00:00:00,SETTLED,NYSE
T_00000474,PROD004,CP003,FX,CAD,BUY,28878414.16,40914,2025-11-05 00:00:00,2025-11-06 00:00:00,FAILED,TSE
T_00000475,PROD001,CP005,Commodity,USD,BUY,7466886.82,35867,2025-03-27 00:00:00,2025-03-30 00:00:00,PENDING,SGX
T_00000476,PROD005,CP005,Rates,USD,SELL,,22450,2024-11-22 00:00:00,2024-11-25 00:00:00,SETTLED,LSE
T_00000477,PROD010,CP005,Credit,CAD,SELL,21323860.79,23460,2024-04-18 00:00:00,2024-04-19 00:00:00,FAILED,TSE
T_00000478,PROD008,CP005,FX,AUD,BUY,3928201.83,99057,2025-12-31 00:00:00,2026-01-05 00:00:00,CANCELLED,NYSE
T_00000479,PROD010,CP003,Rates,EUR,SELL,23527823.19,29334,2025-12-01 00:00:00,2025-12-05 00:00:00,PENDING,ASX
T_00000480,PROD008,CP001,Rates,USD,SELL,22664700.1,3967,2024-12-04 00:00:00,2024-12-07 00:00:00,CANCELLED,LSE
T_00000481,PROD002,CP003,Commodity,AUD,BUY,25397975.35,53175,2024-12-22 00:00:00,2024-12-24 00:00:00,FAILED,SGX
T_00000482,PROD007,CP001,Rates,JPY,BUY,12185309.36,20844,2025-08-27 00:00:00,2025-09-01 00:00:00,CANCELLED,XETRA
T_00000483,PROD010,CP004,Equity,USD,SELL,8655099.72,87767,2024-12-16 00:00:00,2024-12-18 00:00:00,FAILED,SGX
T_00000484,PROD010,CP004,Rates,CAD,SELL,3481312.13,14254,2025-03-31 00:00:00,2025-04-04 00:00:00,SETTLED,NYSE
T_00000485,PROD008,CP005,Rates,EUR,SELL,37854128.79,86624,2024-05-22 00:00:00,2024-05-23 00:00:00,CANCELLED,LSE
T_00000486,PROD006,CP001,Commodity,CAD,BUY,45925162.63,56981,2024-11-20 00:00:00,2024-11-23 00:00:00,CANCELLED,LSE
T_00000487,PROD009,CP003,Equity,CAD,SELL,48395007.93,111,2024-03-04 00:00:00,2024-03-09 00:00:00,SETTLED,LSE
T_00000488,PROD007,CP005,FX,JPY,BUY,35588970.81,53220,2025-08-27 00:00:00,2025-08-30 00:00:00,CANCELLED,LSE
T_00000489,PROD003,CP002,Equity,GBP,BUY,41998294.37,20221,2025-01-28 00:00:00,2025-01-31 00:00:00,SETTLED,LSE
T_00000490,PROD007,CP004,Commodity,AUD,SELL,4234087.55,84181,2025-05-13 00:00:00,2025-05-15 00:00:00,PENDING,XETRA
T_00000491,PROD010,CP001,Commodity,JPY,SELL,17766006.22,24353,2025-07-19 00:00:00,2025-07-23 00:00:00,PENDING,ASX
T_00000492,PROD008,CP003,Equity,CHF,SELL,18349134.29,4964,2025-02-24 00:00:00,2025-03-01 00:00:00,SETTLED,LSE
T_00000493,PROD010,CP001,FX,CHF,SELL,23247351.43,10255,2025-06-23 00:00:00,2025-06-26 00:00:00,SETTLED,ASX
T_00000494,PROD001,CP004,Credit,AUD,SELL,45179360.05,70128,2025-08-16 00:00:00,2025-08-17 00:00:00,FAILED,XETRA
T_00000495,PROD005,CP005,Rates,CAD,BUY,34752863.09,78334,2024-10-28 00:00:00,2024-10-29 00:00:00,CANCELLED,SGX
T_00000496,PROD005,CP004,Equity,USD,BUY,40444980.09,81831,2024-02-22 00:00:00,2024-02-25 00:00:00,SETTLED,TSE
T_00000497,PROD003,CP005,FX,CHF,SELL,711136.3,14622,2025-09-22 00:00:00,2025-09-25 00:00:00,FAILED,LSE
T_00000498,PROD002,CP002,Commodity,GBP,BUY,39968800.95,4338,2025-12-18 00:00:00,2025-12-20 00:00:00,CANCELLED,XETRA
T_00000499,PROD006,CP001,Rates,AUD,BUY,10543626.52,96255,2024-08-31 00:00:00,2024-09-02 00:00:00,SETTLED,LSE
T_00000500,PROD007,CP004,Rates,CAD,BUY,11683831.92,89590,2025-05-02 00:00:00,2025-05-07 00:00:00,CANCELLED,NYSE
T_00000501,PROD002,CP005,Rates,USD,SELL,48088174.38,89506,2025-04-04 00:00:00,2025-04-07 00:00:00,FAILED,TSE
T_00000502,PROD004,CP005,FX,CAD,SELL,19558297.03,88512,2024-04-10 00:00:00,2024-04-15 00:00:00,PENDING,TSE
T_00000503,PROD009,CP001,Credit,USD,SELL,3398529.8,53904,2025-11-19 00:00:00,2025-11-18 00:00:00,PENDING,ASX
T_00000504,PROD004,CP005,Equity,CAD,BUY,4597972.19,77875,2024-07-16 00:00:00,2024-07-21 00:00:00,SETTLED,SGX
T_00000505,PROD003,CP003,Rates,USD,SELL,40160200.09,24218,2025-11-03 00:00:00,2025-11-08 00:00:00,SETTLED,ASX
T_00000506,PROD001,CP004,Credit,GBP,SELL,12867572.43,9699,2024-10-10 00:00:00,2024-10-13 00:00:00,SETTLED,TSE
T_00000507,PROD007,CP002,Credit,CHF,BUY,24586597.6,26303,2024-09-28 00:00:00,2024-09-29 00:00:00,PENDING,SGX
T_00000498,PROD002,CP001,Equity,GBP,BUY,45630548.53,93769,2024-08-11 00:00:00,2024-08-12 00:00:00,FAILED,XETRA
T_00000509,PROD006,CP004,Commodity,EUR,BUY,33230627.22,34923,2025-10-30 00:00:00,2025-10-31 00:00:00,CANCELLED,XETRA
T_00000510,PROD008,CP001,Commodity,AUD,SELL,19221809.27,90343,2024-03-12 00:00:00,2024-03-13 00:00:00,FAILED,ASX
T_00000511,PROD008,CP003,FX,USD,BUY,18268402.72,44573,2024-02-26 00:00:00,2024-02-27 00:00:00,SETTLED,XETRA
T_00000512,PROD002,CP004,FX,XYZ,BUY,31531222.26,47090,2024-11-02 00:00:00,2024-11-03 00:00:00,SETTLED,LSE
T_00000513,PROD008,CP001,Equity,CHF,SELL,32170738.48,65495,2025-05-15 00:00:00,2025-05-20 00:00:00,SETTLED,TSE
T_00000514,PROD008,CP005,FX,CHF,BUY,40355378.19,87467,2024-02-13 00:00:00,2024-02-15 00:00:00,SETTLED,NYSE
T_00000515,PROD004,CP002,Equity,USD,BUY,45359036.73,81052,2025-05-15 00:00:00,2025-05-19 00:00:00,SETTLED,TSE
T_00000516,PROD002,CP001,Credit,AUD,BUY,41767772.5,8384,2024-04-09 00:00:00,2024-04-11 00:00:00,SETTLED,LSE
T_00000517,PROD003,CP003,FX,CHF,BUY,48792687.62,75494,2025-11-25 00:00:00,2025-11-26 00:00:00,PENDING,TSE
T_00000518,PROD003,CP004,FX,CHF,BUY,8403374.61,48488,2024-10-07 00:00:00,2024-10-11 00:00:00,PENDING,NYSE
T_00000519,PROD001,CP001,FX,USD,BUY,782500.68,63828,2025-10-09 00:00:00,2025-10-11 00:00:00,FAILED,XETRA
T_00000520,PROD008,CP004,FX,CHF,BUY,7155249.97,35514,2025-05-02 00:00:00,2025-05-04 00:00:00,SETTLED,SGX
T_00000521,PROD007,CP001,Commodity,GBP,BUY,31359955.51,39479,2025-05-26 00:00:00,2025-05-27 00:00:00,PENDING,NYSE
T_00000522,PROD004,CP003,Equity,AUD,BUY,25377530.29,60846,2024-04-07 00:00:00,2024-04-12 00:00:00,SETTLED,LSE
T_00000523,PROD006,CP003,FX,USD,SELL,33507461.61,5652,2025-04-30 00:00:00,2025-05-02 00:00:00,FAILED,TSE
T_00000524,PROD001,CP004,Commodity,EUR,BUY,46243142.42,23054,2025-04-09 00:00:00,2025-04-10 00:00:00,SETTLED,LSE
T_00000525,PROD004,CP001,Rates,GBP,BUY,9938371.03,88717,2025-08-29 00:00:00,2025-09-02 00:00:00,SETTLED,LSE
T_00000526,PROD001,CP004,FX,JPY,BUY,3677412.29,76690,2024-07-23 00:00:00,2024-07-25 00:00:00,CANCELLED,LSE
T_00000527,PROD006,CP002,Equity,EUR,BUY,31601423.82,35350,2024-05-19 00:00:00,2024-05-21 00:00:00,FAILED,LSE
T_00000528,PROD010,CP002,Commodity,GBP,BUY,38017218.81,28817,2025-04-21 00:00:00,2025-04-23 00:00:00,PENDING,NYSE
T_00000529,PROD001,CP004,FX,GBP,BUY,29579451.98,60656,2025-06-18 00:00:00,2025-06-20 00:00:00,FAILED,XETRA
T_00000530,PROD001,CP004,Commodity,USD,BUY,44912691.46,54759,2025-08-28 00:00:00,2025-09-02 00:00:00,CANCELLED,SGX
T_00000531,PROD001,CP004,FX,CHF,BUY,24764756.89,10891,2025-12-14 00:00:00,2025-12-18 00:00:00,FAILED,TSE
T_00000532,PROD008,CP005,Commodity,CAD,BUY,33452111.38,21208,2024-04-02 00:00:00,2024-04-01 00:00:00,CANCELLED,XETRA
T_00000533,PROD001,CP001,Credit,CAD,SELL,31340921.01,92262,2025-12-21 00:00:00,2025-12-24 00:00:00,SETTLED,TSE
T_00000534,PROD002,CP005,Rates,AUD,BUY,27122212.89,27152,2024-10-03 00:00:00,2024-10-08 00:00:00,FAILED,NYSE
T_00000535,PROD009,CP001,Commodity,CAD,BUY,18279191.63,22973,2025-01-09 00:00:00,2025-01-10 00:00:00,PENDING,TSE
T_00000536,PROD004,CP003,Rates,EUR,SELL,43556698.0,92124,2024-04-26 00:00:00,2024-05-01 00:00:00,CANCELLED,TSE
T_00000537,PROD009,CP005,Rates,JPY,SELL,25073003.33,16084,2025-01-16 00:00:00,2025-01-20 00:00:00,FAILED,ASX
T_00000538,PROD005,CP001,Equity,EUR,BUY,4366350.2,51208,2024-03-08 00:00:00,2024-03-12 00:00:00,FAILED,NYSE
T_00000539,PROD005,CP004,Commodity,USD,BUY,26034861.28,82219,2025-05-23 00:00:00,2025-05-25 00:00:00,CANCELLED,TSE
T_00000540,PROD009,CP003,Credit,AUD,SELL,3148412.48,30452,2025-10-22 00:00:00,2025-10-24 00:00:00,FAILED,XETRA
T_00000541,PROD003,CP003,FX,CHF,SELL,22263369.93,39857,2025-12-14 00:00:00,2025-12-19 00:00:00,PENDING,XETRA
T_00000542,PROD003,CP005,FX,JPY,SELL,7417768.43,37275,2024-10-22 00:00:00,2024-10-23 00:00:00,PENDING,LSE
T_00000543,PROD006,CP005,FX,USD,SELL,8063574.41,15325,2025-12-10 00:00:00,2025-12-12 00:00:00,FAILED,TSE
T_00000544,PROD008,CP005,FX,GBP,SELL,48901150.13,19392,2025-07-29 00:00:00,2025-08-01 00:00:00,SETTLED,NYSE
T_00000545,PROD009,CP005,Rates,USD,SELL,46390636.68,20455,2025-05-26 00:00:00,2025-05-30 00:00:00,CANCELLED,TSE
T_00000546,PROD002,CP004,Equity,XYZ,BUY,36427460.83,57948,2025-08-10 00:00:00,2025-08-15 00:00:00,SETTLED,TSE
T_00000547,PROD010,CP005,FX,EUR,SELL,2752626.77,84059,2025-04-01 00:00:00,2025-04-04 00:00:00,PENDING,NYSE
T_00000548,PROD008,CP003,Commodity,EUR,BUY,48791999.51,51698,2025-04-01 00:00:00,2025-04-02 00:00:00,FAILED,XETRA
T_00000549,PROD005,CP004,Commodity,GBP,BUY,610527.36,45210,2025-03-13 00:00:00,2025-03-16 00:00:00,PENDING,ASX
T_00000550,PROD007,CP002,Commodity,JPY,BUY,8190353.4,95421,2025-03-01 00:00:00,2025-03-04 00:00:00,PENDING,LSE
T_00000551,PROD007,CP001,Equity,AUD,SELL,46657716.63,77422,2025-06-21 00:00:00,2025-06-22 00:00:00,FAILED,XETRA
T_00000552,PROD009,CP004,Equity,GBP,SELL,9963678.82,50040,2025-04-18 00:00:00,2025-04-20 00:00:00,FAILED,XETRA
T_00000553,PROD008,CP001,Rates,CAD,SELL,7702044.46,39344,2025-04-19 00:00:00,2025-04-20 00:00:00,PENDING,XETRA
T_00000554,PROD010,CP003,Commodity,USD,SELL,38236153.07,64626,2025-10-22 00:00:00,2025-10-23 00:00:00,CANCELLED,TSE
T_00000555,PROD001,CP003,FX,CHF,BUY,18660737.6,96071,2025-05-02 00:00:00,2025-05-03 00:00:00,PENDING,TSE
T_00000556,PROD006,CP001,Rates,JPY,SELL,2645363.53,47339,2025-12-10 00:00:00,2025-12-12 00:00:00,SETTLED,SGX
T_00000557,PROD006,CP003,Rates,CHF,SELL,29938525.64,21907,2025-10-05 00:00:00,2025-10-06 00:00:00,FAILED,NYSE
T_00000558,PROD008,CP004,Rates,GBP,BUY,6848335.36,36886,2024-12-26 00:00:00,2024-12-27 00:00:00,SETTLED,LSE
T_00000559,PROD009,CP005,Equity,AUD,SELL,30671804.54,68899,2024-08-14 00:00:00,2024-08-19 00:00:00,CANCELLED,NYSE
T_00000560,PROD003,CP004,Commodity,GBP,SELL,17411147.41,90578,2024-05-14 00:00:00,2024-05-18 00:00:00,PENDING,ASX
T_00000512,PROD004,CP002,Equity,EUR,SELL,34402669.82,40296,2024-05-01 00:00:00,2024-05-03 00:00:00,SETTLED,NYSE
T_00000562,PROD010,CP001,Credit,CHF,BUY,1640602.99,86480,2025-03-17 00:00:00,2025-03-18 00:00:00,FAILED,NYSE
T_00000563,PROD004,CP005,FX,CHF,BUY,4826083.44,16226,2025-11-14 00:00:00,2025-11-13 00:00:00,FAILED,NYSE
T_00000564,PROD010,CP002,Commodity,AUD,BUY,17610811.47,65620,2024-10-11 00:00:00,2024-10-14 00:00:00,SETTLED,SGX
T_00000565,PROD009,CP001,Equity,AUD,BUY,48213225.68,22515,2025-06-25 00:00:00,2025-06-27 00:00:00,CANCELLED,TSE
T_00000566,PROD007,CP002,Commodity,JPY,BUY,9043246.03,46508,2024-07-08 00:00:00,2024-07-09 00:00:00,CANCELLED,NYSE
T_00000567,PROD006,CP003,Commodity,AUD,BUY,25986859.34,64988,2024-11-17 00:00:00,2024-11-18 00:00:00,SETTLED,TSE
T_00000568,PROD008,CP002,Commodity,AUD,SELL,36808984.92,90053,2025-01-29 00:00:00,2025-02-03 00:00:00,FAILED,XETRA
T_00000569,PROD001,CP004,Equity,EUR,SELL,46954161.0,48162,2024-03-12 00:00:00,2024-03-16 00:00:00,CANCELLED,SGX
T_00000570,PROD003,CP001,Rates,USD,BUY,20031813.77,77406,2024-03-28 00:00:00,2024-04-01 00:00:00,FAILED,LSE
T_00000571,PROD010,CP005,Rates,AUD,SELL,36260299.82,36506,2025-02-17 00:00:00,2025-02-21 00:00:00,FAILED,XETRA
T_00000572,PROD002,CP003,Credit,USD,SELL,13945252.77,59590,2025-02-18 00:00:00,2025-02-23 00:00:00,PENDING,ASX
T_00000573,PROD001,CP002,Credit,CAD,SELL,41515793.12,65292,2024-01-31 00:00:00,2024-02-01 00:00:00,PENDING,TSE
T_00000574,PROD005,CP004,Credit,EUR,SELL,38378837.86,61083,2024-04-08 00:00:00,2024-04-13 00:00:00,FAILED,SGX
T_00000575,PROD007,CP004,Credit,AUD,BUY,19182110.21,41230,2024-02-02 00:00:00,2024-02-03 00:00:00,SETTLED,LSE
T_00000576,PROD007,CP004,Equity,GBP,SELL,24574488.95,17628,2024-11-06 00:00:00,2024-11-08 00:00:00,CANCELLED,XETRA
T_00000577,PROD010,CP003,Rates,JPY,SELL,13170285.83,77470,2024-06-09 00:00:00,2024-06-13 00:00:00,SETTLED,NYSE
T_00000578,PROD006,CP004,Equity,USD,SELL,40477861.82,76542,2024-05-11 00:00:00,2024-05-14 00:00:00,FAILED,TSE
T_00000579,PROD002,CP001,Rates,CHF,BUY,-11731869.8,40908,2024-02-27 00:00:00,2024-02-29 00:00:00,FAILED,LSE
T_00000580,PROD001,CP004,Commodity,GBP,BUY,28402902.19,55204,2024-02-08 00:00:00,2024-02-12 00:00:00,FAILED,XETRA
